FID,country,platformid,current_status,name,category,function,operator,location_blocks,primary_production,weight_sub,weight_top,production_start,valid_from,valid_to,water_depth,coast_dist,remarks,the_geom
platforms.1307,United Kingdom,af56ff5c-ed5d-4354-b0b1-ab2ae227,Operational,CULZEAN LIVING QTRS AND UTILITY (ULQ),PLATFORM,CULZEAN ULQ PLATFORM (UTILITY AMD LIVING QTRS),TOTALENERGIES UPSTREAM UK LIMITED,,,,,,,,0,223977.803852,Status Change - now ACTIVE and co-ord update -Jacket Structure Installed Aug 2017 - Topside installations ongoing. As-Built Co-ords Updated.Due to be installed later in 2017,POINT (1.9079641820000575 57.190247097000054)
platforms.1309,United Kingdom,33f20f9f-a202-4872-8cf3-afa7b380,Operational,CRUDEN BAY TANKS,TERMINAL,CRUDEN BAY TANKS,,,,,,,,,0,718.06966317,,POINT (-1.890060741999946 57.383928886000035)
platforms.1311,United Kingdom,d286743b-8c17-464e-8a64-c230a607,Operational,FPF1,FPSO,STELLA FPF1,ITHACA ENERGY,,,,,,20160830,,0,247547.281764,,POINT (2.1090698490000364 56.78075666700005)
platforms.1314,United Kingdom,d8d2d6d5-9e78-4dba-a026-9986d600,Operational,GOLDEN EAGLE WELLHEAD PLATFORM,PLATFORM,GOLDEN EAGLE WELLHEAD PLATFORM,CNOOC INTERNATIONAL,,,,,,20130804,,0,66389.8956688,v27 RETURN,POINT (-0.9175155959999302 57.96127339200007)
platforms.1319,United Kingdom,10d5ca66-2158-4359-a187-13eabda9,Operational,NINIAN CENTRAL,PLATFORM,NINIAN CENTRAL PLATFORM,CNR INTERNATIONAL,,,,,,,,0,121225.806949,,POINT (1.467512556000031 60.85627836500004)
platforms.1330,United Kingdom,a44987b5-5295-4eb8-91f2-53d916ac,Operational,ST FERGUS GAS TERMINAL,TERMINAL,ST FERGUS GAS TERMINAL,,,,,,,,,0,723.4072512,,POINT (-1.8377179879999517 57.57613398700005)
platforms.1331,United Kingdom,2c9d20de-d125-4b46-aaaa-66d1278a,Operational,FRANKLIN WHP,PLATFORM,FRANKLIN,TOTALENERGIES UPSTREAM UK LIMITED,,,,,,20010801,,0,227346.185872,,POINT (1.8686465650000628 56.96621384700006)
platforms.1333,United Kingdom,55571717-807f-4621-9892-8e5ff0aa,Operational,CULZEAN FSO - AILSA,FSO,CULZEAN FSO - AILSA,TOTALENERGIES UPSTREAM UK LIMITED,,,,,,20170411,,0,227032.128538,Status Change - now ACTIVEDue to be installed later in 2017,POINT (1.9611010740000552 57.19547483700006)
platforms.1336,United Kingdom,a87dd1e7-8d51-42d6-b3bc-a17b2718,Removed,BOOSTER PLATFORM 36/22A NORPIPE A.S,PLATFORM,BOOSTER PLATFORM 36/22A NORPIPE A.S,CONOCOPHILLIPS,,,,,,,,0,102590.905354,Removed June 1. 2010,POINT (0.2017764890000535 55.28997534500007)
platforms.1337,United Kingdom,f67a51ae-9e19-49e0-b261-ce6edbc5,Operational,WESTERN ISLES FPSO,FPSO,WESTERN ISLES FPSO,KOREA NATIONAL OIL CORPORATION,,,,,,20170630,,0,92756.2566199,,POINT (0.7538465430000656 61.21450128400005)
platforms.1339,United Kingdom,5b5ba710-1974-4777-9ab2-89f3e3d7,Operational,HEATHER A,PLATFORM,PRODUCTION DRILLING FIXED STEEL,ENQUEST PLC,,,,,,,,0,93460.0282511,,POINT (0.938070997000068 60.95316304900007)
platforms.1340,United Kingdom,7b7b4291-ce3a-4631-9feb-20bfccda,Operational,FULMAR AD,PLATFORM,WELLHEAD STEEL,REPSOL SINOPEC RESOURCES,,,,,,,,0,252488.760921,,POINT (2.153604547000043 56.49204659600008)
platforms.1341,United Kingdom,58ee676f-4c9d-437f-ba21-0a62461b,Operational,FULMAR A,PLATFORM,PRODUCTION & DRILLING STEEL,REPSOL SINOPEC RESOURCES,,,,,,,,0,252499.32466,,POINT (2.153171324000027 56.49296334500008)
platforms.1346,United Kingdom,0ed97d08-23c8-4c42-a411-4d90e70c,Operational,GRYPHON ALPHA,FPSO,FPSO GRYPHON ALPHA,TOTALENERGIES UPSTREAM UK LIMITED,,,,,,19930101,,0,168616.794797,FPSO back on location (as of 28th August 2012) @ Same Co-ords.,POINT (1.569448302000069 59.36030596200004)
platforms.1351,United Kingdom,ce16b05c-b53a-40e6-b1d8-0a6dc502,Operational,BRAE EAST,PLATFORM,PRODUCTION DRILLING STEEL,TAQA EUROPA B.V.,,,,,,,,0,192847.506535,,POINT (1.5255137620000596 58.87556889100006)
platforms.1352,United Kingdom,7721311b-c72a-4ce9-ac03-4032b3b0,Operational,FORTIES ECHO,PLATFORM,FORTIES ECHO,APACHE CORPORATION,,,,,,19860630,,0,168853.292819,,POINT (1.030632626000056 57.71556147500007)
platforms.1354,United Kingdom,cbf085a2-3460-43ea-8e66-421470cf,Operational,MONTROSE A,PLATFORM,PRODUCTION & DRILLING STEEL,REPSOL SINOPEC RESOURCES,,,,,,,,0,189320.631434,,POINT (1.3867829410000354 57.45003226700004)
platforms.1358,United Kingdom,159c9790-0ef8-4967-a032-b4100dfa,Operational,HARDING,PLATFORM,PRODUCTION & DRILLING STEEL,TAQA EUROPA B.V.,,,,,,,,0,170073.556573,,POINT (1.5147710990000292 59.27890355900007)
platforms.1363,United Kingdom,7ac8fd20-5db0-49ec-8aeb-ac44a45e,Decommissioned,NINIAN NORTHERN,PLATFORM,NINIAN NORTHERN PLATFORM,CNR INTERNATIONAL,,,,,,,,0,118864.173128,,POINT (1.41965820300004 60.90555827700007)
platforms.1367,United Kingdom,9fe69727-1e91-48e7-89e0-e5b7bbdb,Decommissioned,FRIGG TP 1,PLATFORM,FRIGG TP 1,TOTALENERGIES UPSTREAM UK LIMITED,,,,,,19760101,,0,164827.835612,,POINT (2.0628912060000744 59.87916099100005)
platforms.1372,United Kingdom,496da53d-5530-4d57-a494-a16c3bfe,Operational,CLAYMORE CPP,PLATFORM,PRODUCTION DRILLING STEEL,REPSOL SINOPEC RESOURCES,,,,,,,,0,130732.371027,,POINT (-0.2550775389999558 58.448705235000034)
platforms.1374,United Kingdom,0c7317ed-88c0-40f8-9b4a-bba043af,Operational,SHEARWATER C,PLATFORM,SHEARWATER C,ROYAL DUTCH SHELL,,,,,,19990502,,0,230504.739459,,POINT (1.9534250260000476 57.03039102100007)
platforms.1376,United Kingdom,227de6db-3224-45a6-bf91-95404aa4,Operational,BRUCE D,PLATFORM,DRILLING & PRODUCTION STEEL,SERICA ENERGY,,,,,,,,0,153420.362236,,POINT (1.6706056550000312 59.74317160500004)
platforms.1377,United Kingdom,73266aa7-07a0-43b1-ae90-922ea7f6,Closed down,BRENT D,PLATFORM,BRENT D,ROYAL DUTCH SHELL,,,,,,19760701,,0,139536.232387,Platform Topsides Removed 28th April 2017 by Pioneering Spirit. GBS cells and legs remain in situ.,POINT (1.7344305920000238 61.131838060000064)
platforms.1378,United Kingdom,c7f5190e-cd73-49aa-b3ab-1774f359,Operational,MARINER PDQ JACKET,PLATFORM,MARINER JACKET,EQUINOR ASA,,,,,,,,0,130658.804536,,POINT (1.0555406770000673 59.58853333500008)
platforms.1384,United Kingdom,2ca1162d-d7dd-46dd-816d-b98f5b09,Operational,ETAP PDR,PLATFORM,PRODUCTION & DRILLING STEEL,BP EXPLORATION,,,,,,,,0,207441.062785,,POINT (1.661539322000067 57.29444821300007)
platforms.1387,United Kingdom,281f09b2-2b76-48bc-9513-9c3ba026,Under construction,JACKDAW,PLATFORM,JACKDAW,ROYAL DUTCH SHELL,,,,,,,,0,259245.383906,Official agreed proposed location.,POINT (2.3792376000000672 56.90038119500008)
platforms.1391,United Kingdom,11c6e9fd-3fa6-4e63-84d0-1fe489c0,Operational,BRITANNIA BLP,PLATFORM,BRIDGE LINKED PLATFORM,CHRYSAOR HOLDINGS,,,,,,20060801,,0,182606.560946,"Asset transfer from ConocoPhillips to Chrysaor October 2019 | Platform is an unmanned 4-legged structure, bridge linked to existing Britannia Platform, and is expected to become active, i.e. commence processing hydrocarbons, in June 2008",POINT (1.139724397000066 58.04813486200004)
platforms.1393,United Kingdom,0621475f-cbc3-4bf3-a91b-f04455be,Operational,ARMADA,PLATFORM,ARMADA PLATFORM,CHRYSAOR HOLDINGS,,,,,,,,0,220892.744469,Installed circa 1996.,POINT (1.8443991090000509 57.95681850300008)
platforms.1394,United Kingdom,0730959f-f299-4633-a74d-1b9c1751,Operational,EIDER A,PLATFORM,PRODUCTION & DRILLING STEEL,TAQA EUROPA B.V.,,,,,,,,0,119386.441521,,POINT (1.159820547000038 61.35681461000007)
platforms.1395,United Kingdom,15e1d20d-a95c-4f8c-a9dc-131ec4a9,Operational,BRUCE CR,PLATFORM,COMPRESSION RISER STEEL,SERICA ENERGY,,,,,,,,0,153417.351573,,POINT (1.671205617000055 59.74373823500008)
platforms.1405,United Kingdom,ccf07fe9-9d9e-4507-ab7f-ba4e301c,Operational,CAPTAIN,FPSO,FPSO,ITHACA ENERGY,,,,,,,,0,69267.2168647,,POINT (-1.7444341579999332 58.30489194300003)
platforms.1406,United Kingdom,235fffd4-fd3d-4854-bc5a-50a0a2d6,Operational,TYNE TEES GUARD BUOY KFB25/2012 AREA3,BUOY,TYNE TEES GUARD BUOY KFB25/2012 AREA3,CEFAS,,,,,,20120801,,0,97126.1054092,OCEANOGRAPHIC EQUIPMENT FITTED WITH A YELLOW LIGHT EXHIBITING THE SEQUENCE FL Y (5) 20S,POINT (0.7475693540000634 54.91671486100006)
platforms.1408,United Kingdom,fc2e478b-7ac6-44ef-81c5-28a75f2d,Operational,CARDINAL BUOY 2,BUOY,BANFF WEST CARDINAL BUOY,CNR INTERNATIONAL,,,,,,,,0,192567.192754,,POINT (1.2890987880000466 56.99680090000004)
platforms.1411,United Kingdom,7f4a4958-379c-41c4-8b8e-77d21535,Operational,TRITON,FPSO,TRITON FPSO,KOREA NATIONAL OIL CORPORATION,,,,,,20000430,,0,166669.916304,,POINT (0.8909609990000718 57.08329808600007)
platforms.1413,United Kingdom,06c07a81-94f0-4b59-9c02-701f1045,Operational,NORTH EVEREST,PLATFORM,PRODUCTION DRILLING STEEL,CHRYSAOR HOLDINGS,,,,,,20170707,,0,214913.699488,,POINT (1.8000607010000635 57.75803334700004)
platforms.1415,United Kingdom,0358442e-ee94-4e7e-bd57-043b026c,Closed down,STONEHAVEN SAMMO - 2 DATA BUOY KFB 23/2012 AREA2,BUOY,STONEHAVEN SAMMO - 2 DATA BUOY KFB 23/2012 AREA2,,,,,,,20121105,,0,1894.31893727,,POINT (-2.164718784999934 56.94283816900003)
platforms.1417,United Kingdom,1f6b40c5-7c00-4328-9788-7194c0e9,Operational,FPSO GLOBAL PRODUCER III,FPSO,FPSO GLOBAL PRODUCER III,NEO ENERGY GROUP,,,,,,20010901,,0,179035.418413,,POINT (0.8627341980000551 58.35284898000003)
platforms.1428,United Kingdom,6d6a3007-3f02-4870-b275-5bfef6de,Operational,SHEARWATER A,PLATFORM,SHEARWATER A,ROYAL DUTCH SHELL,,,,,,19970718,,0,230496.317773,,POINT (1.953807490000031 57.03154666700004)
platforms.1430,United Kingdom,71bfdca3-f164-4b76-9de0-6e71827b,Operational,TIFFANY,PLATFORM,PRODUCTION STEEL JACKET,CNR INTERNATIONAL,,,,,,,,0,202117.499137,,POINT (1.265043067000022 58.477790363000054)
platforms.1432,United Kingdom,d968d54e-b10b-4d55-a81f-2e348d3b,Under construction,KRAKEN FPSO,FPSO,KRAKEN FPSO,ENQUEST PLC,,,,,,20150401,,0,125075.483444,,POINT (1.2929969680000681 59.925462733000074)
platforms.1437,United Kingdom,38ae4bbc-82e5-471d-8f52-b8dfcbbe,Operational,CLAYMORE CAP,PLATFORM,ACCOMMODATION STEEL,REPSOL SINOPEC RESOURCES,,,,,,,,0,130651.577724,,POINT (-0.2575273209999409 58.44908853600003)
platforms.1438,United Kingdom,7e55a207-e0cb-4d2d-82f2-9e892d93,Operational,PIPER B,PLATFORM,DRILLING PRODUCTION & ACCOMMODATION FIXED STEEL,REPSOL SINOPEC RESOURCES,,,,,,,,0,154662.206878,,POINT (0.2495722690000548 58.460737366000046)
platforms.1441,United Kingdom,1732e277-b3e1-4f7b-b454-841eae44,Operational,DUNLIN A,PLATFORM,PRODUCTION & DRILLING STEEL,FAIRFIELD ENERGY LIMITED,,,,,,,,0,136966.396425,,POINT (1.5960020660000396 61.27429588700005)
platforms.1446,United Kingdom,830b5751-c219-4d70-a2ec-b9c68534,Under construction,JASMINE JLQ,PLATFORM,JASMINE LIVING QUARTERS PLATFORM,CHRYSAOR HOLDINGS,,,,,,20120717,,0,255198.409263,Asset transfer from ConocoPhillips to Chrysaor October 2019 | TOPSIDES TO BE INSTALLED 2013,POINT (2.2043961320000562 56.72360896300006)
platforms.1448,United Kingdom,4bb90fc7-1697-4a2d-89cd-a6465e2e,Operational,BERYL SPM-2,SBM,SPM-2,APACHE CORPORATION,,,,,,,,0,157908.494343,,POINT (1.5611611170000401 59.55372287400007)
platforms.1450,United Kingdom,f3725b3a-1c44-4944-ac56-2775113b,Operational,BERYL SPM-3,SBM,SPM-3,APACHE CORPORATION,,,,,,,,0,158766.57447,,POINT (1.558388720000039 59.53303274600006)
platforms.1454,United Kingdom,dfdc623d-8dd1-4ddd-b56f-dfd97fd8,Operational,ROSS,FPSO,FPSO BLEOHOLM BLUEWATER,REPSOL SINOPEC RESOURCES,,,,,,,,0,55386.8000336,,POINT (-1.4399092459999565 58.10090716600007)
platforms.1456,United Kingdom,5595b6c1-182f-4460-a318-b8c9233f,Closed down,BRENT B,PLATFORM,BRENT B,ROYAL DUTCH SHELL,,,,,,19750901,,0,136581.39426,Platform Topsides Removed 18th June 2019 by Pioneering Spirit. GBS cells and legs remain in situ.,POINT (1.7113689780000527 61.05533587700006)
platforms.1457,United Kingdom,94530e03-bc09-4801-8bf0-63203a14,Operational,HARDING OLS BUOY,BUOY,HARDING OFFLOADING BUOY,TAQA EUROPA B.V.,,,,,,,,0,172053.517003,,POINT (1.550519290000068 59.27643681400008)
platforms.1458,United Kingdom,2fd1b2b4-6aff-4dba-a76f-82443aa1,Operational,CAPTAIN WPPA,PLATFORM,WELLHEAD DRILLING & ACCOMMODATION STEEL,ITHACA ENERGY,,,,,,,,0,69158.906995,,POINT (-1.7699145439999597 58.306825451000066)
platforms.1464,United Kingdom,4f5b9312-0b8d-4d6d-9800-c76fbeed,Decommissioned,SALTIRE,PLATFORM,DRILLING PRODUCTION STEEL,REPSOL SINOPEC RESOURCES,,,,,,,,0,155857.050403,,POINT (0.3342060190000211 58.41680681500003)
platforms.1469,United Kingdom,5dd940d0-14c3-4c36-bed2-59e56258,Decommissioned,MCP01,PLATFORM,MANIFOLD COMPRESSION CONCRETE GRAVITY BASE,TOTALENERGIES UPSTREAM UK LIMITED,,,,,,,,0,108233.079968,"Concrete Structure Remains. DECC comment, we have been advised by Total that they have received the SFF clear seabed certificate and the trawl tests have been completed.",POINT (-0.2879951029999575 58.82684005100003)
platforms.1473,United Kingdom,13fe7722-fc50-4e5f-a5f9-c4c36393,Operational,THISTLE A,PLATFORM,PRODUCTION & DRILLING STEEL,ENQUEST PLC,,,,,,,,0,139759.752348,,POINT (1.5781733590000613 61.36254648700003)
platforms.1475,United Kingdom,07b5bdcb-8d10-4ec2-a62d-da5aa0ae,Operational,ELGIN PUQ,PLATFORM,PRODUCTION UTILITIES JACKUP,TOTALENERGIES UPSTREAM UK LIMITED,,,,,,,,0,224150.38865,,POINT (1.836305254000024 57.011054254000044)
platforms.1477,United Kingdom,1c4be57d-ddd6-4bfb-95df-c1d5aea6,Operational,CAPTAIN BLPA,PLATFORM,WELLHEAD DRILLING & ACCOMMODATION STEEL,ITHACA ENERGY,,,,,,,,0,69061.0801232,,POINT (-1.7711144529999387 58.30605871800003)
platforms.1479,United Kingdom,00944471-1d55-48d5-8dcb-76fc1e6f,Operational,ELGIN A WHP,PLATFORM,ELGIN A WELLHEAD PRODUCTION STEEL,TOTALENERGIES UPSTREAM UK LIMITED,,,,,,20000301,,0,224266.57708,,POINT (1.8385540860000447 57.01161191500006)
platforms.1480,United Kingdom,18137851-e94d-4327-8df2-28b4d24c,Operational,HUMMINGBIRD FPSO,FPSO,HUMMINGBIRD,TEEKAY PETROJARL,,,,,,20071223,,0,186442.679902,"1st circular FPSO in North Sea, WG PSN operators",POINT (1.2377256270000316 57.97626954800006)
platforms.1481,United Kingdom,3e347f9e-d8a1-4f0f-a1f4-886c0e83,Operational,ERSKINE,PLATFORM,DRILLING LIFT,ITHACA ENERGY,,,,,,,,0,237139.576004,,POINT (2.069859766000036 57.03921389200008)
platforms.1482,United Kingdom,91046a87-f1c8-45d0-9482-2075dcd8,Operational,SCOTT JU,PLATFORM,ACCOMMODATION STEEL JACK-UP,CNOOC INTERNATIONAL,,,,,,,,0,141469.488991,,POINT (0.1991872980000267 58.28835357400004)
platforms.1483,United Kingdom,6ec64662-c785-40ad-840e-d21cc5f9,Operational,ELGIN B WHP,PLATFORM,ELGIN B WELLHEAD PLATFORM,TOTALENERGIES UPSTREAM UK LIMITED,,,,,,20120903,,0,224362.558833,Jacket installation October 2012,POINT (1.8403908650000744 57.01203017300003)
platforms.1487,United Kingdom,cc344de9-8dbd-4d96-92d9-1d0ce4fa,Operational,FORTIES CHARLIE,PLATFORM,FORTIES CHARLIE,APACHE CORPORATION,,,,,,19750601,,0,158087.692208,,POINT (0.8459403640000573 57.726311613000064)
platforms.1489,United Kingdom,f882d2c1-cd15-46c5-bfd5-09e53ea0,Operational,DUNBAR,PLATFORM,WELLHEAD ACCOMMODATION STEEL,TOTALENERGIES UPSTREAM UK LIMITED,,,,,,,,0,132331.550958,,POINT (1.6508777510000527 60.62890895400005)
platforms.1490,United Kingdom,1aa14b09-f775-48f2-8368-56e6e822,Operational,JUDY,PLATFORM,PRODUCTION DRILLING STEEL,CHRYSAOR HOLDINGS,,,,,,,,0,263846.798155,Asset transfer from ConocoPhillips to Chrysaor October 2019,POINT (2.336985466000044 56.69679651900003)
platforms.1492,United Kingdom,9f7111f4-73c1-4007-87f1-d2c57c9e,Operational,TERN,PLATFORM,TERN PLATFORM,TAQA EUROPA B.V.,,,,,,19960925,,0,103695.24127,,POINT (0.9179345800000647 61.27551941100006)
platforms.1493,United Kingdom,79da2326-78ab-4269-a2d4-061d5667,Operational,CARDINAL BUOY 1,BUOY,BANFF EAST CARDINAL BUOY,CNR INTERNATIONAL,,,,,,,,0,194629.166035,,POINT (1.3336956380000515 57.013710368000034)
platforms.1498,United Kingdom,ba4069ee-6a7e-4e53-bd05-ff98fb9d,Operational,PRODUCTION (P) JACKET,PLATFORM,PRODUCTION (P) JACKET,CNOOC INTERNATIONAL,,,,,,20050603,,0,55243.2905448,"Height of jacket substructure above LAT -26m. Temp Nav Aid - 1 no. 10 nautical mile main lantern, with GPS synchro unit.",POINT (-0.9757742679999524 57.81356455100007)
platforms.1499,United Kingdom,a87dd1e7-8d51-42d6-b3bc-a17b2718,Operational,BOOSTER PLATFORM 36/22A NORPIPE A.S,PLATFORM,BOOSTER PLATFORM 36/22A NORPIPE A.S,CONOCOPHILLIPS,,,,,,,,0,102590.905354,Asset transfer from ConocoPhillips to Chrysaor October 2019,POINT (0.2017764890000535 55.28997534500007)
platforms.1505,United Kingdom,8a29e9be-e42b-4e27-b909-5087768c,Decommissioned,FRIGG TCP 2,PLATFORM,FRIGG TCP 2,TOTALENERGIES UPSTREAM UK LIMITED,,,,,,19770601,,0,164695.60257,,POINT (2.065168682000035 59.87948251600005)
platforms.1506,United Kingdom,a2314fda-0964-4fbb-9610-c5f83c4b,Operational,BRITANNIA,PLATFORM,PRODUCTION DRILLING STEEL,CHRYSAOR HOLDINGS,,,,,,,,0,182462.765185,Asset transfer from ConocoPhillips to Chrysaor October 2019,POINT (1.1372674580000535 58.04801743300004)
platforms.1508,United Kingdom,8d98617f-e76b-4065-926f-13c52a3b,Operational,TYNE TEES WAVERIDER BUOY KFB25/2012 AREA3,BUOY,TYNE TEES WAVERIDER BUOY KFB25/2012 AREA3,CEFAS,,,,,,20120801,,0,97332.8728695,OCEANOGRAPHIC EQUIPMENT FITTED WITH A YELLOW LIGHT EXHIBITING THE SEQUENCE FL Y (5) 20S,POINT (0.749069349000024 54.91883085900008)
platforms.1509,United Kingdom,63d9d909-c119-4ec7-9b3f-5dfe7fa7,Operational,ETAP QU,PLATFORM,UTILITIES & ACCOMMODATION STEEL,BP EXPLORATION,,,,,,,,0,207413.978884,,POINT (1.6608726600000523 57.29361497500008)
platforms.1514,United Kingdom,71271400-c3f5-4d0e-b957-587866e9,Operational,ELLON / GRANT BUOY,BUOY,SUBSEA WELLHEAD MARKER BUOY,TOTALENERGIES UPSTREAM UK LIMITED,,,,,,20101202,,0,140209.879582,Decommissioned at original location and redeployed to this position,POINT (1.801574540000047 60.597971639000036)
platforms.1516,United Kingdom,116e2e99-f034-465d-b313-58467d4d,Operational,ALBA NORTH,PLATFORM,PRODUCTION DRILLING FIXED STEEL,ITHACA ENERGY,,,,,,,,0,179458.158139,,POINT (1.079736687000036 58.058034245000044)
platforms.1524,United Kingdom,fae34c19-30fe-4112-9979-774eeff7,Operational,LOMOND,PLATFORM,PRODUCTION & DRILLING STEEL,CHRYSAOR HOLDINGS,,,,,,,,0,238329.554158,,POINT (2.176708978000022 57.28689730600007)
platforms.1525,United Kingdom,50993f84-939f-406a-bd0d-895a22d0,Operational,ALBA,FPSO,FSU,ITHACA ENERGY,,,,,,,,0,176484.955338,,POINT (1.0327385390000359 58.04783427400008)
platforms.1527,United Kingdom,481b5d11-4870-4cf0-8301-c8d53f3d,Under construction,JUDY JRP,PLATFORM,JUDY RISER PLATFORM,CHRYSAOR HOLDINGS,,,,,,20120711,,0,263715.421697,Asset transfer from ConocoPhillips to Chrysaor October 2019 | TOPSIDES TO BE INSTALLED 2013,POINT (2.33554063400004 56.69803863700008)
platforms.1534,United Kingdom,cb7bd07c-2cfd-43ef-af0d-30997273,Operational,GANNET A,PLATFORM,GANNET A,ROYAL DUTCH SHELL,,,,,,19910101,,0,170275.187578,,POINT (0.9984245970000529 57.184375644000056)
platforms.1537,United Kingdom,34713e69-cd22-43a7-90cf-1082a80d,Closed down,BRENT A,PLATFORM,BRENT A,ROYAL DUTCH SHELL,,,,,,19760501,,0,135782.270103,Platform Topsides Removed 22nd June 2020 by Pioneering Spirit. Steel jacket remains in situ.,POINT (1.7036859620000655 61.03438416100005)
platforms.1544,United Kingdom,50d905b6-1199-4afc-ae89-0a367b37,Operational,ALWYN NORTH NAA,PLATFORM,DRILLING & ACCOMMODATION STEEL,TOTALENERGIES UPSTREAM UK LIMITED,,,,,,,,0,135837.772627,,POINT (1.7358612140000673 60.80874294200004)
platforms.1546,United Kingdom,2a407e94-2531-49fe-9f46-e767ebc7,Operational,NEWBIGGIN-BY-THE-SEA WAVERIDER BUOY KFB02/2013 AREA3,BUOY,NEWBIGGIN-BY-THE-SEA WAVERIDER BUOY KFB02/2013 AREA3,FUGRO,,,,,,20130114,,0,1349.3637942,,POINT (-1.4783456939999269 55.18516792200006)
platforms.1547,United Kingdom,70cd1087-a412-497b-9317-a6662da1,Operational,CLYDE,PLATFORM,PRODUCTION DRILING STEEL,REPSOL SINOPEC RESOURCES,,,,,,,,0,258740.688032,,POINT (2.287001776000068 56.45196304700005)
platforms.1548,United Kingdom,94186ea2-89d1-479e-9634-5ecf4ca8,Operational,GOLDEN EAGLE PUQ PLATFORM,PLATFORM,GOLDEN EAGLE PUQ PLATFORM,CNOOC INTERNATIONAL,,,,,,20130603,,0,66309.377431,v27 RETURN,POINT (-0.9176134849999471 57.960095531000036)
platforms.1556,United Kingdom,82be50fd-76b0-47bf-b834-5a2eaf19,Operational,NINIAN SOUTHERN,PLATFORM,NINIAN SOUTHERN PLATFROM,CNR INTERNATIONAL,,,,,,,,0,120233.075712,,POINT (1.4487986450000676 60.80505339600006)
platforms.1559,United Kingdom,b03a8233-355f-4f69-82f8-390b0d6f,Operational,MONTROSE BLP PLATFORM,PLATFORM,MONTROSE BLP PLATFORM,REPSOL SINOPEC RESOURCES,,,,,,20140621,,0,189320.325078,Heading 356.868,POINT (1.38688869300006 57.45113925000004)
platforms.1561,United Kingdom,3a833ec2-e78f-4b7b-8fea-49daa520,Operational,QUARTERS UTILITIES (QU) JACKET,PLATFORM,QUARTERS UTILITIES QU JACKET,CNOOC INTERNATIONAL,,,,,,20050713,,0,55122.9072412,"Height of jacket substructure above LAT -26m. Temp Nav Aid - 1 no. 10 nautical mile main lantern, with GPS synchro unit.",POINT (-0.9774121669999545 57.812863107000055)
platforms.1565,United Kingdom,37e8ff33-0210-4ab5-a035-d2cfbdae,Operational,WEST FRANKLIN WHP,PLATFORM,WEST FRANKLIN WELLHEAD PRODUCTION STEEL,TOTALENERGIES UPSTREAM UK LIMITED,,,,,,20110901,,0,223874.272789,,POINT (1.8057510260000527 56.95931245600008)
platforms.1568,United Kingdom,9859f5a9-2bca-4d34-a30a-3ad785e0,Operational,BRUCE PUQ,PLATFORM,PRODUCTION & ACCOMMODATION,SERICA ENERGY,,,,,,,,0,153507.212113,,POINT (1.6714055640000538 59.74232158700005)
platforms.1569,United Kingdom,e2885541-22d0-47c7-a1c3-58d0f493,Operational,CULZEAN PROCESSING PLATFORM (CPF),PLATFORM,CULZEAN CPF (CENTRAL PROCESSING PLATFORM),TOTALENERGIES UPSTREAM UK LIMITED,,,,,,,,0,224064.125647,Status Change - now ACTIVE and co-ord update- Jacket Structure Installed Aug 2017 - Topside installations ongoing. As-Built Co-ords Updated.Due to be installed later in 2017,POINT (1.909759154000028 57.19125334300003)
